grid_lon,grid_lat,occurrence_count
129.75,38.25,26
76.75,-62.25,26
-173.25,61.75,26
143.25,-48.75,26
124.25,-63.25,26
-48.75,-53.25,26
56.75,69.75,26
21.25,75.75,26
149.75,-47.75,26
116.75,-63.75,26
96.25,-50.75,26
-59.75,58.25,26
-75.25,73.75,26
104.25,-54.75,26
-42.75,-60.25,26
-43.25,57.75,26
-54.25,-54.25,26
159.25,-40.25,26
-22.75,63.25,26
142.75,-54.75,26
94.25,-62.75,26
146.75,-52.75,26
146.75,-52.25,26
-67.75,38.75,26
21.25,71.25,26
-36.25,-3.75,26
-166.75,52.25,26
76.75,-59.25,26
-41.75,37.25,26
-170.75,46.75,26
3.75,41.25,26
3.75,40.25,26
3.75,39.75,26
-42.25,38.75,26
73.75,-58.25,26
119.75,-50.25,26
-55.25,39.75,26
3.75,-45.75,26
21.25,62.25,26
112.25,-64.25,26
119.25,-35.25,26
129.25,-48.25,26
-142.75,49.25,26
28.75,-57.25,26
92.75,-55.75,26
-12.25,75.75,26
105.75,-56.25,26
114.75,-58.25,26
-22.25,38.75,26
121.25,23.25,26
-11.75,40.25,26
-108.75,-62.25,26
44.75,77.25,26
-15.75,33.75,26
-50.25,40.75,26
123.25,-15.75,26
-48.25,38.25,26
151.75,-23.75,26
-136.25,48.25,26
138.75,-60.75,26
-15.75,34.25,26
-23.25,41.25,26
152.75,43.75,26
-98.75,-70.25,26
-37.75,-21.75,26
79.75,-25.25,26
37.25,76.75,26
-32.75,64.25,26
-46.25,35.25,26
-77.25,30.75,26
137.75,-58.25,26
63.25,69.75,26
118.75,-63.25,26
-0.25,-62.25,26
137.25,-58.25,26
-90.25,73.25,26
-65.25,41.25,26
-4.75,63.75,26
101.25,-52.75,26
-32.75,-3.25,26
-150.25,53.25,26
138.75,-46.25,26
152.75,-57.25,26
-174.25,64.25,26
-172.25,72.75,26
-49.25,39.25,26
-36.75,33.75,26
137.25,-48.25,26
-163.25,47.25,26
98.75,-53.25,26
134.25,34.25,26
-148.25,10.75,26
173.25,-60.75,26
179.25,-66.75,26
-51.25,61.75,26
-38.25,63.25,26
119.25,-49.75,26
-95.25,26.75,26
137.25,-10.75,26
-37.25,-58.75,26
135.75,-35.25,26
-160.25,47.75,26
-47.75,32.75,26
-76.75,26.25,26
-28.75,63.75,26
57.75,-8.75,26
174.75,-43.25,26
-179.75,45.75,26
177.25,-57.25,26
89.75,-60.75,26
174.75,71.25,26
-94.75,-55.25,26
-49.25,61.25,26
-148.75,52.75,26
79.25,-62.25,26
-101.75,-70.25,26
72.25,78.25,26
83.75,16.75,26
-24.25,35.75,26
2.75,-47.25,26
-171.75,52.25,26
60.75,71.25,26
147.25,-51.25,26
125.25,-53.25,26
67.25,-65.25,26
-20.25,86.25,26
-167.75,-62.75,26
150.75,-45.75,26
-171.75,55.25,26
152.25,45.25,26
-37.75,35.75,26
124.75,38.25,26
-20.25,57.75,26
177.75,-69.25,26
-10.75,63.25,26
-167.25,58.25,26
13.25,-45.25,26
-138.25,-57.75,26
-171.75,56.25,26
173.75,-63.25,26
13.25,-45.75,26
-28.25,35.25,26
174.75,-45.25,26
-167.75,64.75,26
98.75,-54.75,26
-88.75,-65.75,26
-23.75,86.25,26
79.25,-49.75,26
98.75,-57.25,26
57.75,-12.75,26
-150.75,52.25,26
-1.75,67.25,26
-45.25,37.25,26
-163.75,52.75,26
-23.25,37.75,26
171.25,-72.75,26
-95.25,-56.75,26
147.25,-56.75,26
168.75,53.25,26
-149.75,56.25,26
-33.25,-11.25,26
139.25,-47.75,26
161.25,49.75,26
178.25,-65.75,26
-150.75,56.25,26
-16.75,72.75,26
97.25,-51.75,26
-156.25,1.75,26
-28.75,55.25,26
-176.75,-54.25,26
84.25,-56.75,26
-100.25,68.75,26
-92.75,-66.25,26
168.75,52.25,26
-37.75,43.75,26
-33.75,-56.25,26
57.75,-60.25,26
111.75,-51.75,25
112.75,-63.75,25
49.25,72.25,25
155.75,-56.75,25
-175.75,-54.75,25
143.25,-47.75,25
122.25,-48.75,25
86.25,-61.25,25
-7.25,43.75,25
-131.75,53.75,25
88.75,-54.25,25
124.25,-46.75,25
172.75,-63.25,25
-10.25,71.75,25
159.25,-56.25,25
99.25,-47.75,25
21.25,75.25,25
108.75,-53.25,25
-75.75,-44.75,25
24.25,-45.75,25
21.25,64.25,25
6.25,-56.25,25
85.25,-56.25,25
-56.75,62.75,25
78.75,78.75,25
-94.25,-63.25,25
145.25,-50.25,25
28.25,-57.25,25
62.25,-37.75,25
172.25,-71.25,25
-68.25,35.25,25
5.25,-57.75,25
117.75,-58.25,25
-160.75,-63.75,25
-3.25,50.75,25
-155.25,52.25,25
-93.25,-20.75,25
88.25,-63.25,25
151.75,-57.75,25
37.25,78.75,25
62.75,72.25,25
-177.25,60.25,25
83.25,74.25,25
126.75,32.25,25
79.75,-65.75,25
123.75,-63.75,25
24.75,-49.25,25
26.75,-53.75,25
-124.75,45.25,25
152.25,-24.25,25
-79.25,31.25,25
90.75,-59.25,25
-121.25,69.75,25
95.25,-60.75,25
146.75,-62.25,25
-168.25,-62.25,25
12.75,-47.25,25
12.75,-47.75,25
47.75,2.75,25
12.25,77.25,25
5.75,-57.25,25
5.25,80.25,25
-82.25,26.25,25
12.25,73.25,25
2.25,-48.75,25
99.75,-51.25,25
1.25,-45.75,25
65.75,-19.25,25
128.75,-48.25,25
-120.25,-61.25,25
-55.25,-60.75,25
153.25,-60.25,25
-73.25,-33.75,25
-119.75,-56.75,25
-78.75,33.75,25
-17.75,-8.25,25
90.25,-64.25,25
167.75,58.75,25
144.25,-45.25,25
152.75,-56.25,25
114.25,-60.25,25
-6.25,78.25,25
-1.25,71.75,25
133.75,-11.75,25
-62.25,61.25,25
124.25,1.75,25
171.25,-74.25,25
-169.25,70.75,25
-164.75,58.25,25
-56.25,-59.25,25
140.75,-40.25,25
-75.75,-54.75,25
-45.75,-61.25,25
173.75,83.25,25
112.75,-52.75,25
174.75,-47.25,25
117.25,-62.75,25
53.25,75.25,25
-179.25,-47.75,25
141.25,-58.25,25
120.25,-35.75,25
110.75,-61.25,25
141.25,-46.75,25
-79.75,13.75,25
114.25,-29.75,25
117.25,-62.25,25
-75.75,-53.25,25
-73.25,72.25,25
45.25,77.75,25
22.25,63.25,25
36.75,-59.25,25
-77.25,32.75,25
179.25,-38.25,25
-16.75,32.75,25
76.25,-62.75,25
15.75,70.75,25
171.75,-66.75,25
-152.25,-69.75,25
81.75,-57.25,25
114.75,-34.75,25
-176.75,-64.25,25
150.75,-48.25,25
-164.75,55.75,25
-44.75,-60.75,25
-72.25,-66.25,25
-109.25,-27.25,25
-20.25,41.25,25
140.25,-66.25,25
-58.25,63.25,25
116.75,-58.75,25
-20.25,42.25,25
135.75,-55.75,25
125.25,-60.75,25
81.75,-59.75,25
-160.75,70.75,25
-164.75,50.25,25
-151.25,73.25,25
110.25,-35.25,25
-29.75,65.25,25
132.25,-45.25,25
20.25,74.25,25
107.25,-57.75,25
-28.75,52.25,25
-167.25,70.25,25
127.25,32.25,25
-62.75,37.25,25
-52.75,55.75,25
-177.75,-67.25,25
98.25,-48.75,25
82.25,-61.25,25
-65.25,71.75,25
-59.75,56.75,25
146.75,-47.75,25
-74.75,35.25,25
-6.75,63.75,25
138.25,-58.25,25
-141.25,58.25,25
-144.25,50.25,25
179.25,-38.75,25
70.25,-64.75,25
-60.25,60.25,25
-59.25,-54.75,25
87.75,-63.75,25
171.75,-74.25,25
151.25,-61.75,25
142.75,-63.25,25
-176.75,-63.75,25
159.25,-31.75,25
78.75,75.25,25
-101.25,-29.25,25
-167.75,-63.25,25
112.75,-61.75,25
123.75,-55.25,25
89.25,-60.75,25
175.25,-34.75,25
73.25,4.75,25
10.75,58.75,25
66.75,18.75,25
-84.25,28.75,25
-15.25,78.25,25
-100.25,-49.75,25
-58.25,-62.25,25
174.75,-50.25,25
-5.25,78.75,25
150.25,-46.25,25
-162.25,66.25,25
-77.25,33.75,25
154.75,-55.75,25
149.25,-40.75,25
24.75,72.25,25
104.25,-58.75,25
-8.75,66.75,25
-114.75,-62.75,25
-164.75,69.75,25
-39.25,47.75,25
53.25,79.75,25
98.25,-49.75,25
87.75,-54.75,25
103.75,-55.25,25
-164.25,69.75,25
-8.75,70.25,25
-14.75,42.75,25
81.25,-62.25,25
41.75,73.25,25
16.75,71.25,25
-5.25,77.75,25
-0.25,63.75,25
-76.75,10.25,25
146.25,-53.25,25
-167.25,55.75,24
87.75,-61.25,24
73.25,-0.75,24
-21.25,58.25,24
158.75,-56.75,24
79.25,72.25,24
172.25,-52.75,24
1.75,67.75,24
-37.25,-10.75,24
158.75,-57.75,24
-21.75,42.75,24
-168.75,55.75,24
125.25,-54.75,24
-70.25,72.25,24
-28.75,34.75,24
127.25,-57.75,24
-38.75,31.25,24
-36.75,51.25,24
-14.25,83.75,24
159.25,47.75,24
-156.25,-56.25,24
23.25,71.75,24
160.25,47.25,24
-139.75,44.75,24
-175.25,55.25,24
-6.75,71.25,24
121.25,-50.25,24
115.75,3.25,24
-3.75,80.75,24
126.75,-64.25,24
26.25,-53.75,24
160.75,50.75,24
178.75,-59.25,24
51.25,-65.75,24
2.25,66.75,24
-36.75,62.75,24
175.75,-72.25,24
-75.75,33.75,24
148.75,-56.75,24
-134.25,52.25,24
-139.75,75.75,24
-28.75,34.25,24
87.75,-59.25,24
89.25,-64.25,24
-77.75,31.25,24
86.75,-57.75,24
-75.75,32.25,24
-133.75,72.75,24
-38.75,37.25,24
-4.75,55.25,24
119.75,-56.25,24
87.75,-60.75,24
3.25,65.25,24
125.75,-53.75,24
98.75,-57.75,24
-173.75,47.75,24
-140.25,56.25,24
-37.75,64.75,24
-13.25,44.25,24
-137.25,48.75,24
-3.25,61.75,24
162.25,-53.75,24
124.25,33.25,24
178.75,-74.25,24
67.75,71.75,24
-39.75,29.25,24
79.75,-65.25,24
-14.25,43.75,24
20.75,74.25,24
-78.75,-59.75,24
94.25,-61.75,24
-136.25,50.25,24
22.75,73.75,24
26.25,-48.25,24
73.25,-63.75,24
50.75,8.25,24
-39.25,32.25,24
-160.25,49.75,24
169.25,84.25,24
116.25,-64.75,24
125.25,34.25,24
-57.75,66.25,24
117.25,-47.75,24
36.25,68.75,24
94.25,-62.25,24
-69.25,-61.25,24
71.75,20.25,24
176.75,-37.75,24
-140.25,70.25,24
-143.75,72.75,24
100.75,-47.25,24
91.25,-64.25,24
72.75,14.25,24
110.25,-40.25,24
-158.25,52.75,24
-147.25,51.25,24
-60.25,18.75,24
-51.75,40.25,24
177.75,51.75,24
165.75,46.25,24
-34.25,33.75,24
-15.75,43.25,24
-3.25,36.75,24
-5.75,67.25,24
-159.25,47.75,24
8.25,80.25,24
-43.75,-30.25,24
-178.75,-75.75,24
8.75,-53.25,24
138.75,-53.25,24
84.25,-60.75,24
-90.25,27.25,24
32.75,34.25,24
-90.75,72.75,24
-15.75,42.25,24
84.25,-62.25,24
-46.25,35.75,24
175.25,-72.25,24
120.25,-53.25,24
171.25,-73.25,24
-89.25,27.75,24
122.75,-44.75,24
170.75,59.75,24
123.75,-48.75,24
131.75,-51.75,24
131.75,-50.75,24
-179.75,-38.25,24
-152.25,54.25,24
131.75,-37.75,24
81.25,6.25,24
81.25,13.25,24
-20.75,55.75,24
-162.25,49.75,24
-8.75,54.75,24
150.25,45.75,24
150.75,-60.75,24
-171.75,71.75,24
72.25,73.75,24
-151.25,49.75,24
15.25,73.75,24
-66.75,36.75,24
-172.75,52.25,24
96.75,-54.75,24
-176.75,68.75,24
-167.75,61.25,24
164.25,13.25,24
-26.75,35.75,24
81.75,-64.25,24
139.75,73.25,24
58.25,18.75,24
165.75,52.25,24
-51.75,63.75,24
87.25,-59.25,24
-91.25,27.25,24
-1.75,77.25,24
117.75,-62.75,24
-50.25,61.75,24
70.25,20.75,24
-5.25,4.25,24
-169.75,57.75,24
134.75,-35.25,24
179.75,-47.75,24
123.75,-61.75,24
-49.25,-59.75,24
-177.75,45.25,24
10.25,68.75,24
-33.25,55.75,24
1.25,40.75,24
-5.75,80.75,24
-94.75,26.25,24
-9.75,54.25,24
-164.25,71.75,24
-149.75,50.25,24
-23.75,62.75,24
-149.25,49.75,24
11.25,69.25,24
31.25,75.75,24
174.75,10.25,24
-149.75,54.25,24
-95.25,-68.75,24
11.25,55.75,24
-33.25,43.75,24
-9.75,45.75,24
152.75,-55.75,24
83.75,17.75,24
-48.25,57.25,24
179.75,-38.75,24
108.25,-53.75,24
-46.75,35.25,24
99.25,-51.25,24
-163.25,66.75,24
-46.75,-26.75,24
150.75,46.25,24
13.25,75.25,24
82.25,15.25,24
-23.25,39.75,24
-62.75,61.75,24
82.25,74.75,24
-176.25,45.75,24
-50.75,60.75,24
82.25,79.75,24
96.75,-51.25,24
-47.25,33.25,24
-50.25,-62.75,24
64.25,19.25,24
82.75,-64.25,24
12.75,69.75,24
-74.25,38.25,24
101.25,-46.75,24
82.75,-63.25,24
116.75,-19.75,24
174.75,48.25,24
-33.75,48.25,24
-44.25,59.75,24
-97.75,-12.75,24
84.75,19.25,24
88.75,-61.25,24
-29.75,37.25,24
102.25,-46.25,24
-123.75,39.25,24
80.75,-59.75,24
-12.75,74.75,24
-35.25,-9.25,24
178.25,45.25,24
172.25,-70.75,24
-41.75,42.75,24
170.25,-57.75,24
-41.75,42.25,24
18.75,70.25,24
121.75,-43.75,24
176.75,46.25,24
64.75,71.75,24
76.75,75.25,24
-81.75,19.25,24
-41.75,36.75,24
84.75,76.25,24
0.25,39.75,24
5.25,68.25,24
144.25,-54.25,24
-15.25,42.75,24
-154.25,49.75,24
-35.25,44.75,24
-26.75,54.75,24
69.75,73.75,24
-35.25,47.25,24
-75.25,36.25,24
128.25,-48.25,24
-124.25,-35.25,24
-124.75,50.25,24
-40.25,37.25,24
-154.75,-67.25,24
60.75,79.75,24
-13.25,75.25,24
-12.75,45.25,24
96.25,-59.75,24
37.75,85.75,24
-21.25,62.25,24
-59.25,41.75,24
-80.25,72.75,24
-40.75,38.75,24
112.75,-61.25,24
96.25,-58.25,24
-35.75,31.25,24
-18.75,41.25,24
-35.75,39.25,24
77.75,-62.75,24
157.75,-56.75,24
-7.25,4.25,24
-80.25,6.75,24
69.25,-49.25,24
173.75,53.25,24
149.25,29.75,24
149.25,32.75,24
-7.75,68.25,24
145.25,-59.25,24
0.25,-46.25,24
-8.25,80.75,24
-161.25,49.75,24
-67.75,38.25,24
-43.25,34.25,24
154.75,48.75,24
-62.25,58.75,24
76.75,-65.25,24
-115.25,-57.75,24
-143.75,49.25,24
166.75,-75.75,24
-3.25,76.75,24
-153.25,73.25,24
-171.25,60.25,24
-43.25,45.25,24
97.75,-51.75,24
-43.75,41.25,24
29.25,-52.25,24
-86.75,27.75,24
33.75,81.25,24
102.25,-55.25,24
-53.75,41.75,24
155.25,-55.25,24
92.25,-53.75,24
94.25,3.25,24
155.75,3.25,24
143.25,-39.25,24
17.75,81.25,24
-179.75,-69.25,24
-43.25,-53.75,24
-42.75,-24.75,24
130.25,-59.25,24
80.75,12.75,24
130.25,-48.25,24
34.75,-57.75,24
-168.25,59.75,24
0.25,66.25,24
72.25,16.75,24
143.25,-60.25,24
-8.75,75.75,24
-156.25,75.25,23
-14.75,-63.25,23
163.75,55.25,23
26.75,79.25,23
164.25,-62.75,23
-149.25,72.75,23
37.75,-59.75,23
76.75,-60.75,23
158.75,-57.25,23
-4.25,69.75,23
94.75,-58.25,23
148.75,-39.25,23
158.75,-58.25,23
152.25,-40.25,23
-1.75,-55.75,23
150.25,-35.25,23
102.75,-59.25,23
103.25,-55.25,23
148.75,-43.25,23
27.25,-55.25,23
75.25,-65.25,23
-175.75,78.75,23
-63.75,61.25,23
-37.25,63.75,23
179.25,-65.75,23
-34.75,-47.25,23
-148.25,77.75,23
-148.25,75.75,23
-175.75,63.75,23
34.25,80.75,23
94.75,-52.25,23
-29.75,-59.75,23
88.75,-47.25,23
172.75,72.25,23
-140.25,71.75,23
173.25,-50.75,23
69.25,-64.75,23
-28.25,52.75,23
167.75,-44.75,23
-179.25,-75.75,23
-168.25,-58.75,23
73.75,-56.25,23
-168.75,-62.25,23
-168.75,66.25,23
-1.25,49.25,23
-33.75,-54.75,23
-33.75,-54.25,23
155.25,-40.75,23
176.75,-71.25,23
-158.75,74.25,23
73.25,-64.25,23
-18.25,84.75,23
-33.75,-9.25,23
29.25,-57.75,23
99.25,-54.75,23
73.75,15.75,23
-154.75,75.25,23
-65.25,-58.75,23
32.75,81.25,23
32.25,70.25,23
26.25,81.25,23
-27.75,-57.75,23
167.25,-41.75,23
-71.25,34.25,23
103.25,-54.75,23
-52.25,-54.25,23
174.75,-65.25,23
-2.75,-57.75,23
70.75,-63.75,23
-23.25,86.25,23
-2.75,64.75,23
1.25,74.25,23
114.75,-50.25,23
-52.25,-63.25,23
84.75,-59.25,23
105.25,77.75,23
144.25,-54.75,23
143.75,46.25,23
143.75,-48.25,23
133.75,-61.25,23
7.75,73.75,23
105.75,-54.75,23
171.75,-68.75,23
1.25,68.75,23
-161.75,64.25,23
-42.75,-49.25,23
-8.75,39.75,23
-118.75,33.25,23
142.75,-48.75,23
17.25,76.25,23
122.25,-36.25,23
142.75,-62.75,23
7.25,65.25,23
71.25,0.25,23
-87.75,69.75,23
-87.25,0.25,23
129.75,-12.25,23
58.75,70.25,23
-83.75,-11.75,23
90.75,-52.25,23
171.75,-41.75,23
-59.75,62.25,23
6.25,62.75,23
6.25,70.75,23
98.25,-56.25,23
-53.75,51.25,23
105.25,-56.25,23
-40.75,29.75,23
71.25,20.25,23
-40.75,-21.75,23
-85.25,-57.25,23
-8.25,36.25,23
6.75,62.75,23
131.25,-50.75,23
70.25,-62.75,23
6.75,68.25,23
-12.75,66.75,23
80.75,-60.25,23
86.75,-48.75,23
-2.75,66.25,23
58.75,-13.25,23
-117.25,30.75,23
-167.75,56.25,23
-128.75,73.75,23
138.75,-38.75,23
-19.75,39.75,23
-48.75,-25.75,23
-177.75,-69.25,23
-95.75,-62.25,23
-163.75,64.25,23
-24.25,-59.75,23
178.25,-70.25,23
118.75,-54.75,23
-10.75,68.75,23
-64.75,-61.25,23
97.25,78.75,23
174.75,-1.75,23
-163.25,74.75,23
122.25,10.25,23
57.75,-6.75,23
-10.25,46.25,23
97.25,-56.75,23
137.25,89.25,23
-46.25,-61.75,23
-46.75,54.25,23
108.25,-54.25,23
97.25,-53.25,23
-10.25,67.75,23
-24.25,37.25,23
-167.75,64.25,23
138.25,-59.25,23
122.75,-55.75,23
135.75,-58.25,23
-110.25,-60.25,23
115.25,-52.25,23
174.75,85.25,23
-91.25,26.25,23
174.75,-49.75,23
58.25,-63.25,23
9.25,64.25,23
-115.75,-57.75,23
81.25,-64.25,23
9.25,71.75,23
-74.25,72.75,23
81.25,-60.75,23
-24.75,53.75,23
0.25,65.25,23
-92.25,26.25,23
171.25,79.75,23
-164.25,-61.75,23
-73.75,-39.25,23
83.75,-59.75,23
171.25,71.75,23
0.75,-61.75,23
83.75,-62.25,23
179.75,-46.75,23
10.25,72.25,23
-73.75,10.25,23
-23.75,57.75,23
-48.75,-58.25,23
112.25,-63.25,23
97.25,-50.75,23
79.75,9.25,23
-37.25,-54.25,23
-137.75,69.75,23
-57.75,59.25,23
-78.75,11.25,23
-21.75,85.25,23
126.75,22.25,23
21.75,58.25,23
-56.25,42.25,23
-130.75,-56.75,23
172.25,-68.75,23
125.75,-51.25,23
-6.25,52.75,23
-77.25,6.75,23
-166.75,63.25,23
-131.25,10.75,23
-7.25,69.75,23
93.25,11.75,23
175.75,-67.25,23
-79.75,14.25,23
-64.75,70.75,23
-3.25,66.25,23
95.75,78.25,23
3.25,-49.25,23
125.25,-61.25,23
127.25,-46.25,23
-170.75,71.75,23
85.75,-54.25,23
-75.75,35.25,23
-58.25,-61.25,23
1.75,63.25,23
126.75,-62.25,23
79.75,-66.25,23
55.25,73.25,23
174.25,-41.75,23
-81.75,25.25,23
169.25,-76.25,23
-78.75,31.25,23
174.25,-40.75,23
116.25,-63.25,23
67.75,-65.25,23
3.75,40.75,23
-25.25,-55.25,23
-70.25,48.25,23
148.25,-48.25,23
-138.25,73.25,23
-133.75,54.75,23
86.75,-61.25,23
23.25,-46.25,23
-134.25,-42.25,23
86.25,13.25,23
-50.75,36.75,22
-49.25,58.25,22
-33.25,51.75,22
-1.75,68.75,22
179.25,53.75,22
3.25,6.25,22
69.75,-66.25,22
178.25,-71.25,22
74.75,75.25,22
-176.75,45.75,22
-91.75,-0.25,22
-175.75,71.75,22
-77.75,33.25,22
86.25,-60.75,22
134.25,33.25,22
134.75,-58.25,22
-63.25,18.75,22
2.25,6.25,22
-172.25,57.25,22
-158.25,47.75,22
-2.25,67.75,22
47.75,-13.25,22
-9.25,46.75,22
161.75,-54.25,22
-57.75,-55.25,22
-64.25,70.25,22
-50.25,-59.25,22
123.75,-62.75,22
-94.25,25.75,22
174.75,32.75,22
86.25,-59.25,22
63.75,76.75,22
-149.75,55.75,22
-82.25,-59.75,22
-6.25,46.25,22
151.25,-50.25,22
160.75,71.75,22
99.25,77.25,22
30.75,75.75,22
136.75,-35.25,22
124.75,32.75,22
-33.75,52.25,22
-47.75,-52.25,22
171.25,-63.25,22
-171.75,-56.25,22
-47.75,57.25,22
-27.25,34.75,22
-23.75,4.75,22
-167.25,58.75,22
87.25,-61.75,22
-3.75,64.25,22
-20.25,54.25,22
37.25,78.25,22
-76.25,-47.25,22
12.75,72.25,22
-59.75,-59.75,22
161.25,45.25,22
125.25,-57.75,22
136.75,-48.25,22
11.75,73.75,22
10.75,78.75,22
113.75,-52.75,22
74.75,80.75,22
-48.75,-52.25,22
126.25,-61.75,22
83.25,-58.75,22
-28.75,38.25,22
83.25,-61.25,22
-23.25,39.25,22
75.25,-63.25,22
11.25,65.75,22
39.25,74.25,22
39.75,-68.25,22
-27.25,-54.75,22
50.75,79.75,22
125.75,33.75,22
160.25,45.25,22
-1.75,71.75,22
124.75,11.75,22
117.75,-47.75,22
-48.75,40.75,22
151.75,-34.75,22
-76.75,-57.75,22
-48.75,60.75,22
66.75,77.75,22
74.75,-66.75,22
-57.75,66.75,22
-64.75,62.25,22
1.75,5.75,22
175.25,-42.25,22
-29.75,55.25,22
128.25,-59.75,22
-56.25,68.25,22
86.75,-50.25,22
128.25,-63.75,22
6.75,68.75,22
-86.75,27.25,22
-8.75,67.75,22
175.25,45.75,22
-27.75,36.75,22
-16.75,42.25,22
110.75,-57.75,22
110.75,-58.25,22
-166.25,63.75,22
131.75,-56.25,22
99.75,-55.75,22
-52.75,-61.75,22
-56.25,39.75,22
4.25,68.25,22
-52.75,-52.75,22
-152.25,71.25,22
-27.75,54.75,22
1.75,61.75,22
-22.25,53.75,22
4.75,68.75,22
-27.75,34.25,22
112.25,-65.25,22
-65.75,60.75,22
-82.75,-65.75,22
111.75,-51.25,22
156.25,-57.75,22
5.75,62.25,22
34.75,78.25,22
-64.25,31.25,22
5.25,64.75,22
173.25,10.75,22
-84.25,24.75,22
175.25,-35.75,22
73.25,77.25,22
85.25,-59.75,22
117.25,-56.75,22
-29.75,-57.25,22
156.75,-55.25,22
6.75,-55.75,22
156.75,49.75,22
-80.75,-34.25,22
-153.25,51.75,22
-7.75,63.75,22
6.75,42.75,22
-59.25,9.75,22
127.75,-54.25,22
7.25,81.25,22
-17.75,42.75,22
118.25,-61.75,22
114.75,-34.25,22
-150.75,55.75,22
110.25,-42.75,22
133.25,-58.75,22
8.25,79.25,22
-177.25,68.75,22
171.75,-70.25,22
133.25,-55.75,22
8.75,44.25,22
133.25,-51.25,22
1.25,63.75,22
-166.75,58.25,22
113.25,-52.75,22
-179.25,-37.25,22
-165.75,49.25,22
-173.75,53.75,22
8.75,69.25,22
179.25,45.75,22
-51.75,62.75,22
68.75,76.75,22
133.75,-60.75,22
158.75,50.25,22
110.25,-42.25,22
-4.25,68.25,22
84.75,-56.25,22
-52.25,55.75,22
7.75,-45.25,22
7.75,3.75,22
-31.25,49.25,22
-7.25,58.25,22
-151.75,55.75,22
163.75,51.75,22
132.25,-56.25,22
-52.75,64.75,22
-52.25,-59.25,22
-151.25,48.25,22
-23.25,66.75,22
-75.25,-53.25,22
164.25,-52.25,22
7.75,68.25,22
84.75,-60.25,22
-79.25,27.25,22
33.25,-56.75,22
8.25,-53.75,22
164.25,52.75,22
-166.75,71.25,22
123.75,-47.75,22
100.25,-54.75,22
38.75,80.25,22
7.25,74.25,22
121.25,-4.75,22
179.75,-73.75,22
-25.75,35.25,22
178.75,46.75,22
-61.25,39.25,22
29.25,-57.25,22
-117.75,12.25,22
76.75,-66.25,22
71.75,0.25,22
-171.25,60.75,22
-61.25,59.75,22
78.25,-66.75,22
17.75,56.25,22
166.75,-50.25,22
-140.25,51.75,22
167.25,56.75,22
-179.75,-36.75,22
-176.25,-13.25,22
143.25,-44.75,22
122.25,-49.75,22
-19.25,36.25,22
-4.75,-61.75,22
104.75,-64.25,22
116.25,-57.75,22
26.25,-47.75,22
29.25,-32.25,22
71.75,13.25,22
-38.75,30.75,22
-65.25,72.25,22
175.75,82.25,22
169.25,-52.75,22
90.25,-60.75,22
141.75,-63.25,22
148.75,-54.75,22
-25.75,38.25,22
-26.75,37.75,22
-114.75,5.25,22
-11.75,72.25,22
178.75,50.25,22
101.75,-45.25,22
173.75,45.75,22
-25.75,54.75,22
-24.75,39.25,22
80.25,-65.75,22
-175.25,-52.25,22
-11.75,67.25,22
170.25,44.75,22
174.25,45.25,22
67.75,-60.25,22
169.75,-49.75,22
170.25,-50.25,22
80.75,-62.25,22
-127.25,40.25,22
144.75,-37.75,22
170.25,-61.75,22
-41.25,42.25,22
-12.75,63.25,22
167.25,-77.75,22
149.25,-55.25,22
102.25,79.25,22
179.25,69.25,22
80.75,-64.25,22
173.75,48.25,22
-127.25,72.75,22
-40.25,-55.75,22
145.75,-58.75,22
169.75,53.75,22
80.25,72.25,22
-40.75,38.25,22
-40.75,37.75,22
-126.25,75.75,22
-60.75,-60.75,22
-122.75,35.25,22
120.75,-55.25,22
-130.25,43.75,22
88.25,-65.25,22
-12.25,63.25,22
-40.25,48.75,22
-142.75,85.25,22
169.75,-46.25,22
-142.25,34.75,22
18.25,76.25,22
-41.75,-56.75,22
-129.25,49.25,22
-142.25,53.75,22
-41.75,37.75,22
-41.25,-22.25,22
-41.75,38.75,22
76.75,80.25,22
-129.25,73.75,22
-0.25,66.75,22
89.75,80.75,22
-2.75,67.25,22
-120.25,-44.25,22
-170.75,52.75,22
179.75,-67.75,22
22.75,71.75,22
101.75,77.25,22
54.75,79.25,22
79.75,-63.25,22
75.75,-65.25,22
140.25,33.75,22
-14.25,83.25,22
-44.75,33.25,22
-169.75,46.75,22
75.25,72.75,22
-0.75,64.25,22
-19.25,53.75,22
-36.75,-59.75,22
-45.75,38.25,22
97.75,-61.75,22
94.25,77.25,22
-10.25,45.25,22
-14.25,71.25,22
23.75,72.75,22
-69.25,73.25,22
140.25,-46.25,22
45.25,73.75,22
-135.75,49.75,22
-171.75,60.75,22
-159.25,71.25,22
-61.25,-55.75,22
139.25,-55.75,22
-0.75,68.75,22
-174.75,52.75,22
75.25,79.25,22
-60.25,-62.75,22
-135.25,48.25,22
168.75,-76.75,22
115.25,-61.25,22
175.75,52.25,22
123.25,-63.25,22
40.75,-2.75,22
-179.25,-74.75,22
148.75,-57.75,22
30.25,79.75,22
-46.75,-34.75,22
79.25,9.75,22
115.75,-19.75,22
-101.75,-63.75,22
68.25,-63.25,22
-36.75,-59.25,22
120.75,22.25,22
15.75,72.75,22
-134.75,53.75,22
79.25,-61.25,22
-46.75,4.75,22
91.75,77.25,22
57.25,79.25,22
-46.75,58.75,22
-102.75,-66.25,22
-26.75,-58.75,22
-19.75,41.75,22
